"contr_country","client_country"
"Croatia","Sri Lanka"
"Croatia","Swaziland"
"Croatia","Sweden"
"Croatia","Switzerland"
"Croatia","Taiwan"
"Croatia","Tajikistan"
"Croatia","Tanzania"
"Croatia","Thailand"
"Croatia","Trinidad and Tobago"
"Croatia","Tunisia"
"Croatia","Turkey"
"Croatia","Turkmenistan"
"Croatia","Turks and Caicos Islands"
"Croatia","Uganda"
"Croatia","Ukraine"
"Croatia","United Arab Emirates"
"Croatia","United Kingdom"
"Croatia","United States"
"Croatia","United States Minor Outlying Islands"
"Croatia","United States Virgin Islands"
"Croatia","Uruguay"
"Croatia","Venezuela"
"Croatia","Vietnam"
"Croatia","Yemen"
"Cyprus","Albania"
"Cyprus","Angola"
"Cyprus","Argentina"
"Cyprus","Armenia"
"Cyprus","Australia"
"Cyprus","Austria"
"Cyprus","Bahrain"
"Cyprus","Bangladesh"
"Cyprus","Belgium"
"Cyprus","Bermuda"
"Cyprus","Brazil"
"Cyprus","Bulgaria"
"Cyprus","Canada"
"Cyprus","Cayman Islands"
"Cyprus","Chile"
"Cyprus","China"
"Cyprus","Colombia"
"Cyprus","Costa Rica"
"Cyprus","Croatia"
"Cyprus","Cyprus"
"Cyprus","Czech Republic"
"Cyprus","Denmark"
"Cyprus","Dominican Republic"
"Cyprus","Estonia"
"Cyprus","Ethiopia"
"Cyprus","Finland"
"Cyprus","France"
"Cyprus","Gabon"
"Cyprus","Germany"
"Cyprus","Greece"
"Cyprus","Hong Kong"
"Cyprus","Hungary"
"Cyprus","India"
"Cyprus","Indonesia"
"Cyprus","Ireland"
"Cyprus","Israel"
"Cyprus","Italy"
"Cyprus","Jamaica"
"Cyprus","Japan"
"Cyprus","Jordan"
"Cyprus","Kenya"
"Cyprus","Kuwait"
"Cyprus","Latvia"
"Cyprus","Lithuania"
"Cyprus","Luxembourg"
"Cyprus","Malaysia"
"Cyprus","Malta"
"Cyprus","Mauritius"
"Cyprus","Mexico"
"Cyprus","Montenegro"
"Cyprus","Nepal"
"Cyprus","Netherlands"
"Cyprus","Netherlands Antilles"
"Cyprus","New Zealand"
"Cyprus","Norway"
"Cyprus","Oman"
"Cyprus","Pakistan"
"Cyprus","Panama"
"Cyprus","Philippines"
"Cyprus","Poland"
"Cyprus","Portugal"
"Cyprus","Puerto Rico"
"Cyprus","Romania"
"Cyprus","Russia"
"Cyprus","Saudi Arabia"
"Cyprus","Serbia"
"Cyprus","Seychelles"
"Cyprus","Singapore"
"Cyprus","Slovakia"
"Cyprus","Slovenia"
"Cyprus","South Africa"
"Cyprus","South Korea"
"Cyprus","Spain"
"Cyprus","Sri Lanka"
"Cyprus","Sweden"
"Cyprus","Switzerland"
"Cyprus","Taiwan"
"Cyprus","Thailand"
"Cyprus","Turkey"
"Cyprus","Ukraine"
"Cyprus","United Arab Emirates"
"Cyprus","United Kingdom"
"Cyprus","United States"
"Cyprus","United States Minor Outlying Islands"
"Cyprus","Uruguay"
"Czech Republic","Algeria"
"Czech Republic","American Samoa"
"Czech Republic","Anguilla"
"Czech Republic","Argentina"
"Czech Republic","Australia"
"Czech Republic","Austria"
"Czech Republic","Azerbaijan"
"Czech Republic","Bahamas"
"Czech Republic","Bahrain"
"Czech Republic","Bangladesh"
"Czech Republic","Barbados"
"Czech Republic","Belarus"
"Czech Republic","Belgium"
"Czech Republic","Belize"
"Czech Republic","Bermuda"
"Czech Republic","Bosnia and Herzegovina"
"Czech Republic","Brazil"
"Czech Republic","Bulgaria"
"Czech Republic","Cameroon"
"Czech Republic","Canada"
"Czech Republic","Cayman Islands"
"Czech Republic","Chile"
"Czech Republic","China"
"Czech Republic","Colombia"
"Czech Republic","Costa Rica"
"Czech Republic","Croatia"
"Czech Republic","Cyprus"
"Czech Republic","Czech Republic"
"Czech Republic","Denmark"
"Czech Republic","Dominican Republic"
"Czech Republic","Ecuador"
"Czech Republic","Egypt"
"Czech Republic","Estonia"
"Czech Republic","Ethiopia"
"Czech Republic","Faroe Islands"
"Czech Republic","Finland"
"Czech Republic","France"
"Czech Republic","Gabon"
"Czech Republic","Georgia"
"Czech Republic","Germany"
"Czech Republic","Ghana"
"Czech Republic","Gibraltar"
"Czech Republic","Greece"
"Czech Republic","Grenada"
"Czech Republic","Guam"
"Czech Republic","Guatemala"
"Czech Republic","Hong Kong"
"Czech Republic","Hungary"
"Czech Republic","Iceland"
"Czech Republic","India"
"Czech Republic","Indonesia"
"Czech Republic","Ireland"
"Czech Republic","Israel"
"Czech Republic","Italy"
"Czech Republic","Japan"
"Czech Republic","Jordan"
"Czech Republic","Kazakhstan"
"Czech Republic","Kenya"
"Czech Republic","Kuwait"
"Czech Republic","Latvia"
"Czech Republic","Lithuania"
"Czech Republic","Luxembourg"
"Czech Republic","Macedonia"
"Czech Republic","Malaysia"
"Czech Republic","Malta"
"Czech Republic","Mauritius"
"Czech Republic","Mexico"
"Czech Republic","Moldova"
"Czech Republic","Monaco"
"Czech Republic","Morocco"
"Czech Republic","Namibia"
"Czech Republic","Nepal"
"Czech Republic","Netherlands"
"Czech Republic","Netherlands Antilles"
"Czech Republic","New Zealand"
"Czech Republic","Nigeria"
"Czech Republic","Norway"
"Czech Republic","Oman"
"Czech Republic","Pakistan"
"Czech Republic","Panama"
"Czech Republic","Paraguay"
"Czech Republic","Peru"
"Czech Republic","Philippines"
"Czech Republic","Poland"
"Czech Republic","Portugal"
"Czech Republic","Puerto Rico"
"Czech Republic","Qatar"
"Czech Republic","Romania"
"Czech Republic","Russia"
"Czech Republic","Saudi Arabia"
"Czech Republic","Serbia"
"Czech Republic","Seychelles"
"Czech Republic","Singapore"
"Czech Republic","Slovakia"
"Czech Republic","Slovenia"
"Czech Republic","South Africa"
"Czech Republic","South Korea"
"Czech Republic","Spain"
"Czech Republic","Sri Lanka"
"Czech Republic","Sweden"
"Czech Republic","Switzerland"
"Czech Republic","Taiwan"
"Czech Republic","Tanzania"
"Czech Republic","Thailand"
"Czech Republic","Tokelau"
"Czech Republic","Trinidad and Tobago"
"Czech Republic","Tunisia"
"Czech Republic","Turkey"
"Czech Republic","Uganda"
"Czech Republic","Ukraine"
"Czech Republic","United Arab Emirates"
"Czech Republic","United Kingdom"
"Czech Republic","United States"
"Czech Republic","United States Minor Outlying Islands"
"Czech Republic","United States Virgin Islands"
"Czech Republic","Uruguay"
"Czech Republic","Vanuatu"
"Czech Republic","Venezuela"
"Czech Republic","Vietnam"
"Denmark","Algeria"
"Denmark","Argentina"
"Denmark","Aruba"
"Denmark","Australia"
"Denmark","Austria"
"Denmark","Bahrain"
"Denmark","Bangladesh"
"Denmark","Belgium"
"Denmark","Bolivia"
"Denmark","Bosnia and Herzegovina"
"Denmark","Brazil"
"Denmark","Bulgaria"
"Denmark","Cameroon"
"Denmark","Canada"
"Denmark","Chile"
"Denmark","China"
"Denmark","Colombia"
"Denmark","Croatia"
"Denmark","Cyprus"
"Denmark","Czech Republic"
"Denmark","Denmark"
"Denmark","Egypt"
"Denmark","Estonia"
"Denmark","France"
"Denmark","Gabon"
"Denmark","Germany"
"Denmark","Gibraltar"
"Denmark","Greece"
"Denmark","Greenland"
"Denmark","Guatemala"
"Denmark","Hong Kong"
"Denmark","Hungary"
"Denmark","Iceland"
"Denmark","India"
"Denmark","Indonesia"
"Denmark","Ireland"
"Denmark","Israel"
"Denmark","Italy"
"Denmark","Jamaica"
"Denmark","Japan"
"Denmark","Jordan"
"Denmark","Kazakhstan"
"Denmark","Kenya"
"Denmark","Kuwait"
"Denmark","Latvia"
"Denmark","Lebanon"
"Denmark","Lithuania"
"Denmark","Luxembourg"
"Denmark","Malaysia"
"Denmark","Malta"
"Denmark","Mauritius"
"Denmark","Mexico"
"Denmark","Monaco"
"Denmark","Namibia"
"Denmark","Netherlands"
"Denmark","New Zealand"
"Denmark","Nigeria"
"Denmark","Norway"
"Denmark","Oman"
"Denmark","Pakistan"
"Denmark","Philippines"
"Denmark","Poland"
"Denmark","Portugal"
"Denmark","Qatar"
"Denmark","Romania"
"Denmark","Russia"
"Denmark","Saudi Arabia"
"Denmark","Serbia"
"Denmark","Seychelles"
"Denmark","Singapore"
"Denmark","Slovakia"
"Denmark","Slovenia"
"Denmark","South Africa"
"Denmark","South Korea"
"Denmark","Spain"
"Denmark","Sri Lanka"
"Denmark","Sweden"
"Denmark","Switzerland"
"Denmark","Taiwan"
"Denmark","Tanzania"
"Denmark","Thailand"
"Denmark","Trinidad and Tobago"
"Denmark","Tunisia"
"Denmark","Turkey"
"Denmark","Uganda"
"Denmark","Ukraine"
"Denmark","United Arab Emirates"
"Denmark","United Kingdom"
"Denmark","United States"
"Denmark","United States Virgin Islands"
"Denmark","Uruguay"
"Denmark","Venezuela"
"Denmark","Yemen"
"Djibouti","United States"
"Dominica","Australia"
"Dominica","Bangladesh"
"Dominica","Belgium"
"Dominica","Bolivia"
"Dominica","Brazil"
"Dominica","Canada"
"Dominica","Egypt"
"Dominica","Germany"
"Dominica","Greece"
"Dominica","India"
"Dominica","Ireland"
"Dominica","Jamaica"
"Dominica","New Zealand"
"Dominica","Pakistan"
"Dominica","Russia"
"Dominica","Singapore"
"Dominica","South Africa"
"Dominica","Sri Lanka"
"Dominica","Sweden"
"Dominica","Switzerland"
"Dominica","Taiwan"
"Dominica","Thailand"
"Dominica","Turkey"
"Dominica","United Kingdom"
"Dominica","United States"
"Dominican Republic","Algeria"
"Dominican Republic","Argentina"
"Dominican Republic","Armenia"
"Dominican Republic","Australia"
"Dominican Republic","Austria"
"Dominican Republic","Bahamas"
"Dominican Republic","Bahrain"
"Dominican Republic","Bangladesh"
"Dominican Republic","Barbados"
"Dominican Republic","Belgium"
"Dominican Republic","Belize"
"Dominican Republic","Bolivia"
"Dominican Republic","Bosnia and Herzegovina"
"Dominican Republic","Brazil"
"Dominican Republic","British Virgin Islands"
"Dominican Republic","Bulgaria"
"Dominican Republic","Cameroon"
"Dominican Republic","Canada"
"Dominican Republic","Chile"
"Dominican Republic","China"
"Dominican Republic","Colombia"
"Dominican Republic","Costa Rica"
"Dominican Republic","Croatia"
"Dominican Republic","Cyprus"
"Dominican Republic","Czech Republic"
"Dominican Republic","Denmark"
"Dominican Republic","Dominican Republic"
"Dominican Republic","Ecuador"
"Dominican Republic","Egypt"
"Dominican Republic","El Salvador"
"Dominican Republic","Estonia"
"Dominican Republic","Finland"
"Dominican Republic","France"
"Dominican Republic","Gabon"
"Dominican Republic","Georgia"
"Dominican Republic","Germany"
"Dominican Republic","Gibraltar"
"Dominican Republic","Greece"
"Dominican Republic","Guadeloupe"
"Dominican Republic","Guatemala"
"Dominican Republic","Hong Kong"
"Dominican Republic","Hungary"
"Dominican Republic","India"
"Dominican Republic","Indonesia"
"Dominican Republic","Ireland"
"Dominican Republic","Israel"
"Dominican Republic","Italy"
"Dominican Republic","Jamaica"
"Dominican Republic","Japan"
"Dominican Republic","Jordan"
"Dominican Republic","Kenya"
"Dominican Republic","Kuwait"
"Dominican Republic","Lebanon"
"Dominican Republic","Lithuania"
"Dominican Republic","Luxembourg"
"Dominican Republic","Malaysia"
"Dominican Republic","Malta"
"Dominican Republic","Mauritius"
"Dominican Republic","Mexico"
"Dominican Republic","Moldova"
"Dominican Republic","Morocco"
"Dominican Republic","Netherlands"
"Dominican Republic","Netherlands Antilles"
"Dominican Republic","New Zealand"
"Dominican Republic","Nicaragua"
"Dominican Republic","Norway"
"Dominican Republic","Oman"
"Dominican Republic","Pakistan"
"Dominican Republic","Panama"
"Dominican Republic","Peru"
"Dominican Republic","Philippines"
"Dominican Republic","Poland"
"Dominican Republic","Portugal"
"Dominican Republic","Puerto Rico"
"Dominican Republic","Romania"
"Dominican Republic","Russia"
"Dominican Republic","Saudi Arabia"
"Dominican Republic","Serbia"
"Dominican Republic","Seychelles"
"Dominican Republic","Singapore"
"Dominican Republic","Slovenia"
"Dominican Republic","South Africa"
"Dominican Republic","South Korea"
"Dominican Republic","Spain"
"Dominican Republic","Sri Lanka"
"Dominican Republic","Sweden"
"Dominican Republic","Switzerland"
"Dominican Republic","Taiwan"
"Dominican Republic","Thailand"
"Dominican Republic","Trinidad and Tobago"
"Dominican Republic","Tunisia"
"Dominican Republic","Turkey"
"Dominican Republic","Uganda"
"Dominican Republic","Ukraine"
"Dominican Republic","United Arab Emirates"
"Dominican Republic","United Kingdom"
"Dominican Republic","United States"
"Dominican Republic","United States Virgin Islands"
"Dominican Republic","Uruguay"
"Dominican Republic","Vanuatu"
"Dominican Republic","Venezuela"
"Dominican Republic","Yemen"
"Ecuador","American Samoa"
"Ecuador","Andorra"
"Ecuador","Argentina"
"Ecuador","Australia"
"Ecuador","Austria"
"Ecuador","Bahrain"
"Ecuador","Bangladesh"
"Ecuador","Barbados"
"Ecuador","Belgium"
"Ecuador","Belize"
"Ecuador","Bolivia"
"Ecuador","Brazil"
"Ecuador","British Virgin Islands"
"Ecuador","Bulgaria"
"Ecuador","Cameroon"
"Ecuador","Canada"
"Ecuador","Chile"
"Ecuador","China"
"Ecuador","Colombia"
"Ecuador","Costa Rica"
"Ecuador","Croatia"
"Ecuador","Cyprus"
"Ecuador","Czech Republic"
"Ecuador","Denmark"
"Ecuador","Dominican Republic"
"Ecuador","Ecuador"
"Ecuador","Egypt"
"Ecuador","El Salvador"
"Ecuador","Finland"
"Ecuador","France"
"Ecuador","Gabon"
"Ecuador","Germany"
"Ecuador","Greece"
"Ecuador","Guam"
"Ecuador","Guatemala"
"Ecuador","Honduras"
"Ecuador","Hong Kong"
"Ecuador","Hungary"
"Ecuador","Iceland"
"Ecuador","India"
"Ecuador","Indonesia"
"Ecuador","Ireland"
"Ecuador","Israel"
"Ecuador","Italy"
"Ecuador","Jamaica"
"Ecuador","Japan"
"Ecuador","Jordan"
"Ecuador","Kenya"
"Ecuador","Lebanon"
"Ecuador","Lithuania"
"Ecuador","Luxembourg"
"Ecuador","Macedonia"
"Ecuador","Malaysia"
"Ecuador","Malta"
"Ecuador","Mexico"
"Ecuador","Moldova"
"Ecuador","Montenegro"
"Ecuador","Morocco"
"Ecuador","Netherlands"
"Ecuador","New Zealand"
"Ecuador","Norway"
"Ecuador","Pakistan"
"Ecuador","Panama"
"Ecuador","Peru"
"Ecuador","Philippines"
"Ecuador","Poland"
"Ecuador","Portugal"
"Ecuador","Puerto Rico"
"Ecuador","Romania"
"Ecuador","Russia"
"Ecuador","Saudi Arabia"
"Ecuador","Serbia"
"Ecuador","Seychelles"
"Ecuador","Singapore"
"Ecuador","Slovenia"
"Ecuador","South Africa"
"Ecuador","South Korea"
"Ecuador","Spain"
"Ecuador","Sweden"
"Ecuador","Switzerland"
"Ecuador","Taiwan"
"Ecuador","Thailand"
"Ecuador","Trinidad and Tobago"
"Ecuador","Turkey"
"Ecuador","Turks and Caicos Islands"
"Ecuador","Uganda"
"Ecuador","Ukraine"
"Ecuador","United Arab Emirates"
"Ecuador","United Kingdom"
"Ecuador","United States"
"Ecuador","United States Virgin Islands"
"Ecuador","Uruguay"
"Ecuador","Venezuela"
"Ecuador","Vietnam"
"Egypt","244"
"Egypt","245"
"Egypt","Albania"
"Egypt","Algeria"
"Egypt","American Samoa"
"Egypt","Andorra"
"Egypt","Angola"
"Egypt","Anguilla"
"Egypt","Antarctica"
"Egypt","Antigua and Barbuda"
"Egypt","Argentina"
"Egypt","Armenia"
"Egypt","Aruba"
"Egypt","Australia"
"Egypt","Austria"
"Egypt","Azerbaijan"
"Egypt","Bahamas"
"Egypt","Bahrain"
"Egypt","Bangladesh"
"Egypt","Barbados"
"Egypt","Belarus"
"Egypt","Belgium"
"Egypt","Belize"
"Egypt","Benin"
"Egypt","Bermuda"
"Egypt","Bhutan"
"Egypt","Bolivia"
"Egypt","Bosnia and Herzegovina"
"Egypt","Botswana"
"Egypt","Brazil"
"Egypt","British Virgin Islands"
"Egypt","Brunei Darussalam"
"Egypt","Bulgaria"
"Egypt","Cambodia"
"Egypt","Cameroon"
"Egypt","Canada"
"Egypt","Cape Verde"
"Egypt","Cayman Islands"
"Egypt","Central African Republic"
"Egypt","Chad"
"Egypt","Chile"
"Egypt","China"
"Egypt","Colombia"
"Egypt","Congo, the Democratic Republic of the"
"Egypt","Costa Rica"
"Egypt","Croatia"
"Egypt","Cyprus"
"Egypt","Czech Republic"
"Egypt","Denmark"
"Egypt","Dominican Republic"
"Egypt","Ecuador"
"Egypt","Egypt"
"Egypt","El Salvador"
"Egypt","Estonia"
"Egypt","Ethiopia"
"Egypt","Faroe Islands"
"Egypt","Fiji"
"Egypt","Finland"
"Egypt","France"
"Egypt","French Southern and Antarctic Lands"
"Egypt","Gabon"
"Egypt","Georgia"
"Egypt","Germany"
"Egypt","Ghana"
"Egypt","Gibraltar"
"Egypt","Greece"
"Egypt","Greenland"
"Egypt","Grenada"
"Egypt","Guam"
"Egypt","Guatemala"
"Egypt","Guyana"
"Egypt","Honduras"
"Egypt","Hong Kong"
"Egypt","Hungary"
"Egypt","Iceland"
"Egypt","India"
"Egypt","Indonesia"
"Egypt","Iraq"
"Egypt","Ireland"
"Egypt","Israel"
"Egypt","Italy"
"Egypt","Jamaica"
"Egypt","Japan"
"Egypt","Jordan"
"Egypt","Kazakhstan"
"Egypt","Kenya"
"Egypt","Kiribati"
"Egypt","Kosovo"
"Egypt","Kuwait"
"Egypt","Laos"
"Egypt","Latvia"
"Egypt","Lebanon"
"Egypt","Libya"
"Egypt","Liechtenstein"
"Egypt","Lithuania"
"Egypt","Luxembourg"
"Egypt","Macao"
"Egypt","Macedonia"
"Egypt","Madagascar"
"Egypt","Malaysia"
"Egypt","Maldives"
"Egypt","Mali"
"Egypt","Malta"
"Egypt","Marshall Islands"
"Egypt","Mauritius"
"Egypt","Mexico"
"Egypt","Moldova"
"Egypt","Monaco"
"Egypt","Mongolia"
"Egypt","Montenegro"
"Egypt","Morocco"
"Egypt","Mozambique"
"Egypt","Myanmar"
"Egypt","Namibia"
"Egypt","Nepal"
"Egypt","Netherlands"
"Egypt","Netherlands Antilles"
"Egypt","New Zealand"
"Egypt","Nicaragua"
"Egypt","Nigeria"
"Egypt","Northern Mariana Islands"
"Egypt","Norway"
"Egypt","Oman"
"Egypt","Pakistan"
"Egypt","Palestinian Territories"
"Egypt","Panama"
"Egypt","Papua New Guinea"
"Egypt","Paraguay"
"Egypt","Peru"
"Egypt","Philippines"
"Egypt","Poland"
"Egypt","Portugal"
"Egypt","Puerto Rico"
"Egypt","Qatar"
"Egypt","Romania"
"Egypt","Russia"
"Egypt","Saint Kitts and Nevis"
"Egypt","Saint Lucia"
"Egypt","Saint Vincent and the Grenadines"
"Egypt","San Marino"
"Egypt","Sao Tome and Principe"
"Egypt","Saudi Arabia"
"Egypt","Senegal"
"Egypt","Serbia"
"Egypt","Seychelles"
"Egypt","Singapore"
"Egypt","Slovakia"
"Egypt","Slovenia"
"Egypt","Solomon Islands"
"Egypt","Somalia"
"Egypt","South Africa"
"Egypt","South Korea"
"Egypt","Spain"
"Egypt","Sri Lanka"
"Egypt","Swaziland"
"Egypt","Sweden"
"Egypt","Switzerland"
"Egypt","Taiwan"
"Egypt","Tajikistan"
"Egypt","Tanzania"
"Egypt","Thailand"
"Egypt","Timor-Leste"
"Egypt","Togo"
"Egypt","Tokelau"
"Egypt","Tonga"
"Egypt","Trinidad and Tobago"
"Egypt","Tunisia"
"Egypt","Turkey"
"Egypt","Turkmenistan"
"Egypt","Turks and Caicos Islands"
"Egypt","Tuvalu"
"Egypt","Uganda"
"Egypt","Ukraine"
"Egypt","United Arab Emirates"
"Egypt","United Kingdom"
"Egypt","United States"
"Egypt","United States Minor Outlying Islands"
"Egypt","United States Virgin Islands"
"Egypt","Uruguay"
"Egypt","Vanuatu"
"Egypt","Venezuela"
"Egypt","Vietnam"
"Egypt","Yemen"
"Egypt","Zambia"
"El Salvador","Albania"
"El Salvador","Algeria"
"El Salvador","Argentina"
"El Salvador","Aruba"
"El Salvador","Australia"
"El Salvador","Austria"
"El Salvador","Bahamas"
"El Salvador","Bahrain"
"El Salvador","Bangladesh"
"El Salvador","Barbados"
"El Salvador","Belgium"
"El Salvador","Bermuda"
"El Salvador","Bhutan"
"El Salvador","Bolivia"
"El Salvador","Brazil"
"El Salvador","Bulgaria"
"El Salvador","Cambodia"
"El Salvador","Canada"
"El Salvador","Cayman Islands"
"El Salvador","Chile"
"El Salvador","China"
"El Salvador","Colombia"
"El Salvador","Costa Rica"
"El Salvador","Croatia"
"El Salvador","Cyprus"
"El Salvador","Czech Republic"
"El Salvador","Denmark"
"El Salvador","Djibouti"
"El Salvador","Dominican Republic"
"El Salvador","Ecuador"
"El Salvador","Egypt"
"El Salvador","El Salvador"
"El Salvador","Estonia"
"El Salvador","Finland"
"El Salvador","France"
"El Salvador","Gabon"
"El Salvador","Germany"
"El Salvador","Greece"
"El Salvador","Greenland"
"El Salvador","Guatemala"
"El Salvador","Honduras"
"El Salvador","Hong Kong"
"El Salvador","Hungary"
"El Salvador","India"
"El Salvador","Indonesia"
"El Salvador","Ireland"
"El Salvador","Israel"
"El Salvador","Italy"
"El Salvador","Japan"
"El Salvador","Jordan"
"El Salvador","Kazakhstan"
"El Salvador","Kenya"
"El Salvador","Kuwait"
"El Salvador","Lebanon"
"El Salvador","Lithuania"
"El Salvador","Luxembourg"
"El Salvador","Macedonia"
"El Salvador","Malaysia"
"El Salvador","Malta"
"El Salvador","Mexico"
"El Salvador","Moldova"
"El Salvador","Monaco"
"El Salvador","Morocco"
"El Salvador","Nepal"
"El Salvador","Netherlands"
"El Salvador","New Zealand"
"El Salvador","Nicaragua"
"El Salvador","Nigeria"
"El Salvador","Norway"
"El Salvador","Oman"
"El Salvador","Pakistan"
"El Salvador","Panama"
"El Salvador","Papua New Guinea"
"El Salvador","Peru"
"El Salvador","Philippines"
"El Salvador","Poland"
"El Salvador","Portugal"
"El Salvador","Puerto Rico"
"El Salvador","Romania"
"El Salvador","Russia"
"El Salvador","Saudi Arabia"
"El Salvador","Serbia"
"El Salvador","Singapore"
"El Salvador","Slovakia"
"El Salvador","Slovenia"
"El Salvador","South Africa"
"El Salvador","Spain"
"El Salvador","Sri Lanka"
"El Salvador","Sweden"
"El Salvador","Switzerland"
"El Salvador","Taiwan"
"El Salvador","Thailand"
"El Salvador","Tonga"
"El Salvador","Trinidad and Tobago"
"El Salvador","Turkey"
"El Salvador","Turkmenistan"
"El Salvador","Uganda"
"El Salvador","Ukraine"
"El Salvador","United Arab Emirates"
"El Salvador","United Kingdom"
"El Salvador","United States"
"El Salvador","Uruguay"
"El Salvador","Venezuela"
"El Salvador","Vietnam"
"Equatorial Guinea","Germany"
"Equatorial Guinea","United Kingdom"
"Equatorial Guinea","United States"
"Eritrea","Algeria"
"Eritrea","Australia"
"Eritrea","Canada"
"Eritrea","India"
"Eritrea","Oman"
"Eritrea","Singapore"
"Eritrea","South Africa"
"Eritrea","South Korea"
"Eritrea","United States"
"Estonia","American Samoa"
"Estonia","Argentina"
"Estonia","Australia"
"Estonia","Austria"
"Estonia","Bahrain"
"Estonia","Bangladesh"
"Estonia","Barbados"
"Estonia","Belgium"
"Estonia","Bermuda"
"Estonia","Brazil"
"Estonia","Bulgaria"
"Estonia","Canada"
"Estonia","Chile"
"Estonia","China"
"Estonia","Colombia"
"Estonia","Costa Rica"
"Estonia","Croatia"
"Estonia","Cyprus"
"Estonia","Czech Republic"
"Estonia","Denmark"
"Estonia","Ecuador"
"Estonia","Egypt"
"Estonia","Estonia"
"Estonia","Finland"
"Estonia","France"
"Estonia","Georgia"
"Estonia","Germany"
"Estonia","Gibraltar"
"Estonia","Greece"
"Estonia","Hong Kong"
"Estonia","Hungary"
"Estonia","Iceland"
"Estonia","India"
"Estonia","Indonesia"
"Estonia","Ireland"
"Estonia","Israel"
"Estonia","Italy"
"Estonia","Japan"
"Estonia","Jordan"
"Estonia","Kenya"
"Estonia","Laos"
"Estonia","Latvia"
"Estonia","Lebanon"
"Estonia","Lithuania"
"Estonia","Luxembourg"
"Estonia","Macedonia"
"Estonia","Madagascar"
"Estonia","Malaysia"
"Estonia","Malta"
"Estonia","Mexico"
"Estonia","Morocco"
"Estonia","Netherlands"
"Estonia","New Zealand"
"Estonia","Nigeria"
"Estonia","Norway"
"Estonia","Oman"
"Estonia","Pakistan"
"Estonia","Palestinian Territories"
"Estonia","Panama"
"Estonia","Philippines"
"Estonia","Poland"
"Estonia","Portugal"
"Estonia","Romania"
"Estonia","Russia"
"Estonia","Saudi Arabia"
"Estonia","Seychelles"
"Estonia","Singapore"
"Estonia","Slovakia"
"Estonia","Slovenia"
"Estonia","South Africa"
"Estonia","Spain"
"Estonia","Sri Lanka"
"Estonia","Sweden"
"Estonia","Switzerland"
"Estonia","Taiwan"
"Estonia","Thailand"
"Estonia","Trinidad and Tobago"
"Estonia","Tunisia"
"Estonia","Turkey"
"Estonia","Turkmenistan"
"Estonia","Ukraine"
"Estonia","United Arab Emirates"
"Estonia","United Kingdom"
"Estonia","United States"
"Estonia","United States Virgin Islands"
"Estonia","Vietnam"
"Estonia","Yemen"
"Ethiopia","Albania"
"Ethiopia","Algeria"
"Ethiopia","American Samoa"
"Ethiopia","Andorra"
"Ethiopia","Argentina"
"Ethiopia","Australia"
"Ethiopia","Austria"
"Ethiopia","Bahrain"
"Ethiopia","Bangladesh"
"Ethiopia","Barbados"
"Ethiopia","Belarus"
"Ethiopia","Belgium"
"Ethiopia","Belize"
"Ethiopia","Brazil"
"Ethiopia","British Virgin Islands"
"Ethiopia","Bulgaria"
"Ethiopia","Canada"
"Ethiopia","China"
"Ethiopia","Colombia"
"Ethiopia","Costa Rica"
"Ethiopia","Cyprus"
"Ethiopia","Czech Republic"
"Ethiopia","Denmark"
"Ethiopia","Egypt"
"Ethiopia","Estonia"
"Ethiopia","Ethiopia"
"Ethiopia","Finland"
"Ethiopia","France"
"Ethiopia","Germany"
"Ethiopia","Gibraltar"
"Ethiopia","Greece"
"Ethiopia","Guatemala"
"Ethiopia","Hong Kong"
"Ethiopia","India"
"Ethiopia","Indonesia"
"Ethiopia","Ireland"
"Ethiopia","Israel"
"Ethiopia","Italy"
"Ethiopia","Japan"
"Ethiopia","Jordan"
"Ethiopia","Kenya"
"Ethiopia","Kuwait"
"Ethiopia","Libya"
"Ethiopia","Lithuania"
"Ethiopia","Luxembourg"
"Ethiopia","Macedonia"
"Ethiopia","Malaysia"
"Ethiopia","Malta"
"Ethiopia","Mexico"
"Ethiopia","Namibia"
"Ethiopia","Nepal"
"Ethiopia","Netherlands"
"Ethiopia","New Zealand"
"Ethiopia","Nicaragua"
"Ethiopia","Nigeria"
"Ethiopia","Norway"
"Ethiopia","Oman"
"Ethiopia","Pakistan"
"Ethiopia","Panama"
"Ethiopia","Philippines"
"Ethiopia","Poland"
"Ethiopia","Portugal"
"Ethiopia","Qatar"
"Ethiopia","Romania"
"Ethiopia","Russia"
"Ethiopia","Saudi Arabia"
"Ethiopia","Serbia"
"Ethiopia","Singapore"
"Ethiopia","South Africa"
"Ethiopia","South Korea"
"Ethiopia","Spain"
"Ethiopia","Sri Lanka"
"Ethiopia","Sweden"
"Ethiopia","Switzerland"
"Ethiopia","Taiwan"
"Ethiopia","Thailand"
"Ethiopia","Trinidad and Tobago"
"Ethiopia","Turkey"
"Ethiopia","Uganda"
"Ethiopia","Ukraine"
"Ethiopia","United Arab Emirates"
"Ethiopia","United Kingdom"
"Ethiopia","United States"
"Ethiopia","United States Virgin Islands"
"Ethiopia","Vietnam"
"Falkland Islands","Bangladesh"
"Falkland Islands","Canada"
"Falkland Islands","Pakistan"
"Falkland Islands","United Arab Emirates"
"Falkland Islands","United Kingdom"
"Falkland Islands","United States"
"Faroe Islands","Australia"
"Faroe Islands","Canada"
"Faroe Islands","India"
"Faroe Islands","Italy"
"Faroe Islands","Netherlands"
